"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Middle income","MIC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","373.688","374.5089","402.0177","432.1117","457.386","495.0178","517.5612","542.7749","565.5887","587.7426","603.4633","621.4722","627.3129","633.6322","652.9408","674.9266","703.234","732.4014","758.804","797.6243","838.6126","876.7439","880.9293","920.5671","927.6198","991.2483","1093.3229","1106.7959","1111.9473","1146.6788","1266.1325","1296.5826","1349.7727","1412.6738","1539.636","1596.4381","1662.4141","1783.6272","1877.2903","1920.898","2049.7961","2186.3653","2350.3924","2473.0406","2548.6181","2642.1743","2713.8203","2808.0033","2927.3531","2942.1956","2670.7525","2831.8035","2931.4126","",
"North Macedonia","MKD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.5503","0.5503","0.5338","0.5649","0.6408","0.6345","0.6526","0.6976","0.7696","0.7498","0.6946","0.6996","0.6372","0.6515","0.611","0.6875","0.8592","0.7609","0.8479","0.8055","0.7656","0.7716","0.7716","1.4516","0.9314","0.8775","1.6729","1.4767","1.0109","1.076","0.9785","0.9449","0.9865","0.9887","1.01","1.0223","1.0224","1.1726","1.1972","1.2866","1.3542","1.4214","1.3603","1.5448","1.6162","1.796","2.0539","2.1344","2.1341","2.3068","1.9617","2.451","2.451","",
"Mali","MLI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.027","0.027","0.029","0.0319","0.0324","0.0398","0.0508","0.0653","0.0702","0.0779","0.0828","0.1175","0.0813","0.0862","0.0876","0.0895","0.0761","0.0902","0.0632","0.1237","0.138","0.1754","0.1615","0.1582","0.1579","0.1642","0.1794","0.1792","0.1868","0.1969","0.378","0.3781","0.3985","0.4104","0.4361","0.4593","0.5628","0.6988","0.8444","1.0777","1.0402","1.0672","1.1248","1.2204","1.2502","1.5652","2.0175","2.1306","2.2642","2.5801","2.6145","2.8313","2.973","",
"Malta","MLT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.2041","0.2041","0.2163","0.2444","0.2161","0.1851","0.1909","0.1938","0.1976","0.2037","0.2673","0.2735","0.3114","0.295","0.2955","0.1431","0.4517","0.4513","0.4507","0.4507","0.4507","0.5073","0.526","0.5938","0.5938","0.691","0.5445","0.7457","0.6509","0.5978","0.4564","0.4253","0.2855","0.365","0.4452","0.5037","0.5196","0.5352","0.5838","0.5157","0.5634","0.5539","0.5444","0.5444","0.5509","0.5885","0.5882","0.6091","0.6752","0.718","0.5752","0.557","0.5848","",
"Myanmar","MMR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.5454","1.5454","1.4962","1.3036","1.5751","1.3771","1.459","1.631","1.6682","1.8185","1.9093","1.8812","1.9485","1.8401","2.0242","1.8958","2.0987","1.2447","1.2633","1.2491","1.3439","1.2551","1.0381","1.5879","1.8254","2.7204","2.924","2.3983","2.9508","3.0041","3.508","2.8239","3.4742","3.8835","4.3181","4.7524","3.9894","4.4841","2.0952","2.1925","2.3022","2.3556","3.0288","3.5129","3.9617","4.33","4.4396","5.9346","6.1012","6.3552","6.0056","6.1885","6.3717","",
"Middle East & North Africa (excluding high income)","MNA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","23.9056","23.9056","27.087","30.8614","35.0833","39.8363","46.9633","52.6688","56.6172","61.363","64.3826","68.4855","74.0692","82.941","88.5685","99.1153","98.1903","102.951","104.8508","113.3446","121.7566","125.7506","134.5237","144.1196","153.4419","154.6583","162.2759","165.263","172.601","183.5306","193.1064","199.2336","208.5152","212.1527","225.4737","242.0983","252.8492","257.4247","268.7007","289.0234","290.8909","292.5361","315.7426","319.5415","333.6099","328.154","324.9803","331.8349","342.9535","339.1636","311.7084","332.4157","364.148","",
"Montenegro","MNE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.4163","0.4163","0.4538","0.4328","0.4203","0.4875","0.4414","0.4893","0.5194","0.5605","0.5702","0.5911","0.7101","0.6973","0.7353","1.2539","1.307","1.3348","2.1001","1.4963","1.5422","0.9893","0.8892","0.9853","0.6702","0.8273","0.8738","0.8062","0.7853","0.8215","0.9739","0.9295","1.0411","0.9978","1.1592","1.0318","1.276","1.5375","1.624","1.4782","1.4512","1.7158","1.9713","1.9167","1.9871","2.0101","1.7646","2.108","2.1657","2.7246","2.7858","2.9054","2.9536","",
"Northern Mariana Islands","MNP","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.3105","0.3105","0.2794","0.3043","0.1987","0.1708","0.1925","0.2515","0.2422","0.1801","0.2887","0.2639","0.2391","0.2328","0.2049","0.1242","0.1025","0.1087","0.1118","0.118","0.6087","0.4995","0.6866","0.8501","0.6958","0.7307","0.8108","0.8264","0.842","0.8451","0.848","0.8408","0.911","1.1253","1.1417","1.0441","1.1315","1.4047","1.3729","1.5371","1.701","2.0635","2.3806","2.5772","3.0222","3.1389","3.469","3.275","3.2531","3.5939","3.2759","3.5766","3.7","",
"Mauritania","MRT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0377","0.0377","0.0406","0.0447","0.0454","0.0557","0.0711","0.0915","0.0983","0.109","0.1159","0.1175","0.1084","0.1149","0.1752","0.1628","0.1047","0.1468","0.2436","0.2744","0.269","0.3582","1.0378","1.0398","1.0373","1.0935","1.1383","1.1423","1.1636","1.2265","0.4963","0.5098","0.5732","0.6053","0.6717","0.7097","0.7177","0.8464","1.059","1.0519","0.9883","1.0094","1.1051","0.9985","1.1432","1.175","1.0918","1.6014","1.7005","1.8865","1.9117","2.0702","2.1738","",
"Mauritius","MUS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.1297","0.1297","0.1553","0.168","0.1871","0.2061","0.2254","0.244","0.2502","0.2437","0.2436","0.2375","0.2341","0.2371","0.2403","0.2405","0.3133","0.3451","0.3738","0.4177","0.443","0.4524","0.503","0.5411","0.5499","0.543","0.5395","0.5266","0.5327","0.7058","0.7538","0.7542","0.7799","0.8116","0.8305","0.8582","0.8682","0.8319","0.8384","0.8695","0.923","0.9324","0.9546","0.9732","0.998","1.0325","1.095","1.1169","1.1372","1.2021","1.0123","1.105","1.1427","",
"Malawi","MWI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.027","0.027","0.029","0.0319","0.0324","0.0398","0.0508","0.0653","0.0702","0.0779","0.0828","0.1028","0.0786","0.0689","0.0672","0.0733","0.0764","0.0812","0.1022","0.1282","0.1513","0.2442","0.2123","0.199","0.2121","0.235","0.2425","0.2423","0.2458","0.2591","0.3248","0.2944","0.2888","0.3239","0.352","0.3185","0.3493","0.3538","0.4354","0.3878","0.4705","0.4156","0.4055","0.4247","0.4138","0.3963","0.4631","0.511","0.5959","0.6466","0.6552","0.7144","0.7332","",
"Malaysia","MYS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.0798","4.0798","4.1915","4.6766","4.9244","5.1736","5.4901","5.1892","5.1142","5.7496","6.3875","6.8583","7.2909","8.4377","8.7072","9.1692","9.7975","10.3834","11.3558","12.4755","14.5569","15.6666","16.7485","17.4329","19.2516","20.478","23.3864","26.9304","25.1498","30.4076","32.2052","34.9577","35.8028","38.1159","40.9583","40.6971","38.9961","41.5264","43.6175","42.7462","44.1011","44.6284","44.3968","58.1718","65.1649","61.212","62.8861","60.5735","60.8296","64.78","59.5322","64.2217","75.1294","",
"North America","NAC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1120.5817","1170.5428","1244.4172","1304.3742","1280.6882","1297.7819","1355.7231","1395.91","1447.5779","1430.416","1370.4815","1364.2189","1338.7352","1352.4278","1393.685","1406.6385","1429.0646","1477.9848","1548.259","1561.9465","1551.7071","1520.6837","1555.9191","1581.428","1640.3764","1674.9092","1717.6909","1747.0433","1787.8918","1837.4068","1867.8621","1867.875","1901.3384","1929.0828","1955.1079","1978.3982","1975.4965","1982.209","1882.3744","1792.1087","1854.5595","1808.7008","1774.3684","1828.6894","1820.0068","1879.9437","1891.5283","1909.4304","1954.4705","1940.8545","1666.4983","1836.515","1899.739","",
"Namibia","NAM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0898","0.0898","0.0966","0.1064","0.108","0.1327","0.1693","0.2178","0.2339","0.2596","0.2759","0.2938","0.271","0.2873","0.292","0.2984","0.3546","0.3919","0.5502","0.514","0.5808","0.4772","0.51","0.529","0.571","0.6204","1.0446","1.0694","1.1084","1.1423","1.1389","1.3724","1.2071","1.2634","1.3329","1.5552","1.3898","1.3938","1.5324","1.6965","1.7762","1.8028","1.7658","1.8726","1.9817","2.0643","2.0643","2.0431","2.0646","2.0464","1.8624","1.8743","2.0681","",
"New Caledonia","NCL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.3469","0.3469","0.3782","0.3606","0.3503","0.4062","0.3678","0.4078","0.4329","0.4671","0.4752","0.4926","0.3551","0.2989","0.3431","0.3362","0.2897","0.357","0.3284","0.3331","0.3392","0.3662","0.4068","0.4119","0.4056","0.4045","0.4652","0.4406","0.4328","0.3929","0.6617","0.612","0.6299","0.662","0.5911","0.7508","0.7546","0.8045","0.9257","0.9997","1.196","1.1684","1.2656","1.3168","1.4391","1.3083","1.2943","1.3235","1.4186","1.5105","1.1729","1.2157","1.2541","",
"Niger","NER","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.1233","0.1233","0.1328","0.1614","0.1488","0.1868","0.1709","0.1929","0.2058","0.215","0.2594","0.3407","0.3628","0.3481","0.3226","0.3227","0.4001","0.387","0.3997","0.4253","0.2122","0.1995","0.193","0.2084","0.2082","0.183","0.1919","0.1913","0.2285","0.219","0.3492","0.3616","0.3649","0.3933","0.403","0.4033","0.4158","0.4886","0.4984","0.6533","0.8029","0.7747","1.0394","1.1056","1.1709","1.2067","1.0804","0.9577","1.03","1.1696","1.1294","1.2221","1.2799","",
"Nigeria","NGA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.977","2.977","3.4735","4.1618","4.5513","5.4029","7.1646","9.4178","11.5211","11.6169","13.4882","13.9991","15.129","15.7263","14.4557","13.6421","13.0651","12.8062","14.0503","14.1352","11.7602","15.3354","18.7137","16.0715","12.9024","14.944","17.1489","21.8978","18.038","19.6568","21.832","26.5829","27.531","29.0843","29.688","28.7073","24.2273","21.1573","25.3704","23.7401","29.7333","31.7314","35.1641","44.854","49.1804","44.7203","51.2512","51.2974","54.9908","59.4463","50.9848","55.21","57.9706","",
"Nicaragua","NIC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.6937","0.6937","0.7281","0.8255","0.8833","0.9045","1.0053","1.1101","1.0313","0.7464","0.8774","0.8881","0.8472","0.8799","0.8447","0.8227","0.9176","0.9463","0.8484","0.7196","0.7447","0.8077","0.9245","0.9504","1.0122","1.1145","1.1691","1.2353","1.3443","1.4066","1.4502","1.465","1.5269","1.518","1.4566","1.4501","1.4949","1.5504","1.5151","1.4859","1.5453","1.6111","1.7049","1.7108","1.8829","2.1296","2.193","2.3335","2.0827","2.154","2.1699","2.4481","2.5937","",
"Netherlands","NLD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","16.3938","17.0333","18.2229","19.2112","17.8593","19.2161","22.1822","22.882","22.423","21.7546","22.1223","22.5259","21.5573","22.0793","22.5002","22.4559","23.3526","23.4966","24.4694","25.579","27.0502","27.5359","29.0222","29.8819","29.3147","29.5719","30.8216","30.823","31.5417","32.0925","32.0989","32.3739","33.1314","33.6571","34.1903","34.4236","35.3089","34.5915","34.9505","33.4425","34.0545","34.1459","32.6798","31.8113","29.4607","29.9985","30.1904","30.7995","30.8354","30.2736","25.8152","25.8289","27.1888","",
"Norway","NOR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.7384","6.8286","6.9923","6.7545","6.8248","7.9906","7.5924","8.2815","8.4707","9.3214","8.4895","8.1591","8.2784","8.5058","8.8674","9.251","10.0503","10.2036","10.3732","10.5574","10.033","10.1506","10.4047","11.0064","10.8416","11.5199","12.0454","12.2444","12.6769","12.8851","12.055","12.2582","12.2605","12.636","13.0119","13.0696","13.6834","14.2746","13.9281","13.6296","14.1376","14.1304","14.2556","14.1894","14.5592","14.3583","13.8565","13.0004","12.9267","12.7243","11.9787","11.9989","12.2017","",
"Nepal","NPL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0631","0.0631","0.0631","0.0663","0.0601","0.0699","0.0826","0.089","0.0954","0.1147","0.1591","0.1486","0.1689","0.1824","0.2096","0.2094","0.2367","0.2364","0.2299","0.2505","0.3386","0.4031","0.4369","0.4811","0.5557","0.6229","0.6429","0.7382","0.7719","0.775","0.8256","0.7503","0.7905","0.7833","0.8373","0.8368","0.8845","0.9084","1.3378","1.7524","1.9403","1.9593","2.1646","2.4405","2.7196","2.343","3.8978","4.8519","5.3415","4.6264","5.2991","5.5245","5.6275","",
"Nauru","NRU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.8754","5.0415","5.6274","5.7139","6.266","6.5926","6.6445","6.6745","6.7335","6.7108","6.7484","6.6626","6.739","6.784","7.1551","7.2539","7.5136","7.7468","8.2625","8.7695","8.662","8.6571","9.0448","9.4368","10.1029","10.7805","10.9078","11.1322","11.3075","11.5916","12.0929","12.1549","12.6325","13.1594","13.4647","13.529","13.6823","13.8079","13.8905","13.6194","13.6061","13.6414","13.5397","13.6935","13.8173","14.3959","14.694","15.6658","16.018","16.1814","13.8196","13.7616","13.9994","",
"OECD members","OED","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1749.6203","1829.8214","1938.7399","2049.9232","2022.5624","2068.9692","2165.5714","2243.85","2343.7015","2363.6588","2311.3557","2297.721","2272.5247","2296.245","2367.3835","2394.364","2459.8123","2550.6535","2677.7747","2744.4715","2783.8421","2786.5388","2857.4294","2912.8555","2999.3953","3062.9102","3148.8187","3199.8593","3255.3506","3341.3539","3385.5031","3402.1817","3450.3174","3500.2089","3560.3544","3586.6937","3608.1812","3638.5369","3507.2693","3374.1166","3440.0204","3387.2902","3333.4305","3387.9214","3387.4209","3486.9476","3535.8052","3569.2647","3608.1565","3603.8967","3099.2771","3350.8651","3502.3475","",
"Oman","OMN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0931","0.0931","0.0931","0.1149","0.177","0.2515","0.3415","0.6085","0.5123","0.5899","0.6365","0.6861","0.7979","0.919","1.0928","1.2325","1.3071","1.2481","1.2884","1.3598","1.6829","1.8036","1.9504","2.0789","2.1106","2.1915","2.2725","2.416","2.4941","2.5437","2.6249","2.8813","2.8124","3.0371","3.2058","3.6675","4.0929","6.1718","7.3246","7.4428","8.251","9.5634","10.8407","11.9468","12.5373","13.2105","12.4119","12.3032","12.1367","12.0908","10.0525","11.4906","12.9392","",
"Other small states","OSS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.8378","2.8562","3.0881","3.3945","3.3066","3.5661","3.9091","4.1965","4.4893","4.6105","4.932","5.0852","5.1499","5.279","5.398","5.3431","5.9269","6.2138","6.5366","7.0245","7.7741","7.8819","7.106","7.4399","7.9671","8.2473","8.2846","8.7365","8.8697","9.0598","9.3696","9.7312","9.9755","10.4","11.1507","11.8368","12.6201","13.2563","13.6913","13.5167","14.0605","13.7377","14.1768","14.2639","14.6027","14.7148","15.0971","15.6888","16.1303","16.4697","14.5759","15.1693","15.5226","",
"Pakistan","PAK","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","3.18","3.18","2.9777","3.3004","3.4386","3.8617","4.1725","4.368","5.2074","6.087","6.7508","7.4604","8.4243","8.4699","9.3356","9.8659","10.3896","12.0419","12.9241","13.4553","13.7861","14.2961","16.112","18.4155","19.4704","20.2425","22.7884","23.3453","24.5602","25.8863","25.5973","25.5319","25.8741","27.1339","29.2563","27.1994","27.5894","33.2046","32.1739","32.6917","33.3598","34.9541","35.7548","36.5915","39.0567","44.0691","49.1341","53.8413","49.335","45.902","44.8022","51.731","49.9551","",
"Panama","PAN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.788","0.788","0.8226","0.8946","0.9294","0.9486","1.0051","1.0182","1.0779","1.0507","1.0421","1.0211","1.0343","1.0569","1.0888","1.1144","1.1743","1.2218","1.17","1.2051","1.2744","1.3314","1.4317","1.5414","1.6481","1.7332","1.8184","1.9378","2.1615","2.3103","2.3274","2.2305","2.3623","2.4844","2.5544","2.8879","3.0316","2.8282","3.1422","3.419","3.5572","3.6739","3.7101","3.702","3.9466","4.352","4.7015","4.8599","4.8146","5.1074","3.6686","4.1811","4.4385","",
"Peru","PER","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","5.2602","5.2602","5.6427","6.2328","6.0229","6.3994","6.1813","5.8064","5.5273","5.6662","6.1341","6.9139","6.7455","6.1511","6.2668","5.8763","6.2329","7.1776","7.3332","6.7275","7.1369","6.3787","6.8966","7.0542","8.0013","8.6979","9.0886","9.4008","9.3458","9.8694","9.7112","9.0548","8.9229","9.3746","10.6093","10.0781","10.8262","11.2817","13.7922","15.0674","16.8793","17.6992","18.0077","19.5631","19.3422","21.1462","23.1496","23.4842","24.1788","25.5655","19.9162","24.3905","25.7902","",
"Philippines","PHL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","9.6404","9.6404","9.7886","10.2436","9.7549","10.0818","10.0419","10.1817","10.4578","10.3531","9.8484","9.4613","9.6173","9.7766","9.7322","9.8082","10.2437","10.8054","11.3085","11.9772","13.761","13.0123","15.087","17.1083","17.9958","21.2732","24.0955","24.7506","25.4582","25.1605","25.2438","25.1703","26.0992","25.4967","26.3873","25.1142","23.5826","23.713","22.7237","23.5899","23.7494","23.5298","24.4943","25.5633","26.6465","30.821","33.3354","34.4552","35.6394","36.9062","28.4553","30.5318","33.5075","",
"Palau","PLW","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.7141","0.7141","0.7141","0.7141","0.7141","0.7141","0.7141","0.7141","0.7141","0.7141","0.7141","0.7249","0.7197","0.7472","0.8263","0.6687","0.7289","0.7641","0.7314","0.7638","0.7718","0.7661","0.7002","0.7166","1.0725","0.9043","0.885","0.8459","0.7493","0.7446","0.7893","0.8259","0.4396","0.5407","0.4681","0.5543","0.57","0.4115","0.5487","1.0156","1.0678","1.3706","2.5414","1.3101","0.6727","0.6325","0.6055","0.633","0.6513","0.6713","0.6674","0.6937","0.7114","",
"Papua New Guinea","PNG","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.4163","0.4163","0.4538","0.4328","0.4203","0.4875","0.4414","0.4893","0.5194","0.5605","0.5702","0.5911","0.6087","0.5977","0.6862","0.7472","0.613","0.7866","0.7344","0.702","0.6859","0.6904","0.7239","0.7329","0.7332","0.7362","0.8078","0.7853","0.7414","0.6732","1.1109","1.2637","1.2387","1.3452","1.4476","1.5422","1.6092","1.6813","1.685","2.0684","2.1009","2.2882","2.1491","2.0556","2.0717","2.4094","2.5748","2.7959","2.7612","2.9889","1.6884","1.7498","1.8049","",
"Poland","POL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","28.98","28.2311","29.3042","29.6846","29.8075","31.0446","30.2236","30.6509","30.6375","29.194","28.1218","26.0766","23.9278","25.2247","24.9565","24.2083","24.8964","25.217","24.0735","23.8227","20.2285","21.0903","21.4699","20.8912","21.5389","22.3168","25.2798","26.7447","28.1885","30.668","26.9682","26.8003","25.8845","28.3001","32.094","34.5128","38.2583","42.3268","44.2772","44.6883","47.1183","47.7243","45.8747","43.1785","43.7914","46.6543","53.26","61.5437","63.3229","64.2933","61.3837","64.2631","69.2846","",
"Pre-demographic dividend","PRE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","16.5553","16.5553","18.7041","19.8374","20.4707","22.1162","24.9835","28.5417","32.7966","34.2731","38.5844","40.0084","43.4668","44.6346","44.5496","46.0158","45.723","46.1406","50.3187","52.822","52.968","52.7006","60.7507","58.1069","56.6057","59.0077","61.6517","67.0503","63.8646","65.4292","70.9174","79.3275","81.4542","79.2153","84.5314","86.3079","85.1635","85.6886","94.3934","98.2159","111.2367","119.3066","130.394","143.062","143.587","141.4579","151.8491","154.5205","167.3681","179.9313","160.6688","174.9795","183.0393","",
"Puerto Rico","PRI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.3355","0.3523","0.3707","0.4256","0.4185","0.5063","0.545","0.5981","0.6171","0.5964","0.7111","0.7291","0.7503","0.8123","0.9534","0.9388","0.9688","1.0114","1.1006","1.1475","1.6546","1.7111","1.7822","1.8017","1.8081","1.7814","1.7598","1.8272","1.9104","1.9824","2.4588","2.5749","2.5884","2.6931","2.7173","2.6884","2.6809","2.6987","2.5457","2.5281","2.4391","2.3707","2.3061","2.3003","2.2386","2.2643","2.1046","1.8391","2.0292","1.793","1.742","1.6889","1.7614","",
"Korea, Dem. People's Rep.","PRK","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.7752","1.7752","1.8726","2.0011","2.488","2.8047","2.6784","2.877","4.1144","5.6134","5.9574","5.6924","5.5565","5.452","5.354","5.2885","4.7406","4.9616","5.1728","5.356","5.5984","4.281","3.4883","3.1313","2.1141","2.528","2.0376","1.1281","2.1246","0.886","1.7061","1.5693","1.5724","1.5344","1.5471","1.3034","0.9966","1.1927","1.2211","1.3154","1.3248","1.3345","1.3153","1.4418","1.3408","1.4077","1.446","4.8887","4.6336","5.0593","4.8196","4.9784","4.9684","",
"Portugal","PRT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","3.5399","3.8863","4.2425","4.7344","4.6922","5.3331","5.3783","5.6017","5.7358","6.2475","6.7691","7.0007","7.4548","7.2774","7.0677","6.6521","7.1009","7.7766","8.5439","9.0665","9.6884","10.3479","11.259","11.8227","12.4286","12.9164","13.6943","14.2459","15.5202","16.2475","17.6115","17.8539","18.4888","19.4354","19.895","19.0713","19.0153","19.1788","19.2378","18.955","18.5264","17.1985","15.832","15.6047","15.6891","15.7701","16.3493","16.7","16.8199","17.1967","14.3516","14.7451","16.2745","",
"Paraguay","PRY","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.393","0.393","0.4181","0.4874","0.46","0.4789","0.5454","0.6902","0.8164","0.927","1.0854","1.0577","1.0425","1.0025","1.1409","1.1907","1.2129","1.3391","1.5027","1.5596","1.6213","1.5255","1.8268","2.2764","2.5662","2.9295","2.9576","3.322","3.4801","3.4818","2.8033","2.9906","3.1657","3.3714","3.3663","3.0563","3.3572","3.2074","3.8021","3.955","4.4521","4.6746","4.4198","4.7447","4.9776","5.4747","6.3965","7.2542","7.6139","7.3764","6.9063","8.7238","8.7243","",
"West Bank and Gaza","PSE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.0506","1.0506","1.0811","1.0638","1.0538","1.108","1.0709","1.1096","1.134","1.1671","1.1751","1.2275","1.232","1.1905","1.2429","1.1169","1.1187","1.167","1.1604","1.2189","1.2285","1.1795","1.1243","1.1699","1.5512","1.407","1.4527","1.3856","1.2704","1.2448","1.7067","1.7352","1.1776","1.354","1.4073","1.4942","1.6271","1.3975","1.5099","1.978","2.4988","2.5949","3.7298","2.4642","1.8372","1.8217","1.7465","1.9848","2.0536","2.1917","1.8478","1.9173","1.9739","",
